rank,title,year,venue,relevance_score,problem,mechanism,assumptions,leaves_open
141,Precision object manipulation with a multifingered robot hand,1998,IEEE Transactions on Robotics and Automation,56.287,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
142,Contextual-Semantic Interactive Perception Network for Small Object Detection in UAV Aerial Images,2025,Remote Sensing,56.204,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A single latent object embedding can serve all manipulation actions. | A learned representation that is invariant across embodiments is always beneficial.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
143,Where to relocate?: Object rearrangement inside cluttered and confined environments for robotic manipulation,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),56.16,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
144,Three-Dimensional Object Recognition and Registration for Robotic Grasping Systems Using a Modified Viewpoint Feature Histogram,2016,Sensors,56.144,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
145,Planning in-hand object manipulation with multifingered hands considering task constraints,2013,2013 IEEE International Conference on Robotics and Automation,56.113,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
146,Human Interface for Teleoperated Object Manipulation with a Soft Growing Robot,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),56.113,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
147,Passivity-based target manipulation inside a deformable object by a robotic system with noncollocated feedback,2013,Advanced Robotics,56.083,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
148,Efficient and Robust Training of Dense Object Nets for Multi-Object Robot Manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),56.056,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
149,Decoupling Skill Learning from Robotic Control for Generalizable Object Manipulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),56.056,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
150,A Deep Reinforcement Learning Environment for Particle Robot Navigation and Object Manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),56.056,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
151,Specialised Robotic Hand Designing and Object Grasping Simulation,2013,Applied Mechanics and Materials,56.056,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
152,Learning to Assemble: Estimating 6D Poses for Robotic Object-Object Manipulation,2020,IEEE Robotics and Automation Letters,56.037,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
153,Calibrating intuitive and natural human-robot interaction and performance for power-assisted heavy object manipulation using cognition-based intelligent admittance control schemes,2018,International Journal of Advanced Robotic Systems,55.961,Estimate object pose/category state for downstream manipulation.,pose/category-level perception; robot learning control policy,A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
154,Robot-object contact perception using symbolic temporal pattern learning,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),55.954,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
155,Linear Time-Varying MPC for Nonprehensile Object Manipulation with a Nonholonomic Mobile Robot,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),55.925,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
156,Planning CollisionFree Reaching Motions for Interactive Object Manipulation and Grasping,2003,Computer Graphics Forum,55.915,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
157,Learning where to trust unreliable models in an unstructured world for deformable object manipulation,2021,Science Robotics,55.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
158,Recasting Generic Pretrained Vision Transformers As Object-Centric Scene Encoders For Manipulation Policies,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),55.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A single latent object embedding can serve all manipulation actions. | A learned representation that is invariant across embodiments is always beneficial.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
159,From perception to precision: Vision-based mobile robotic manipulation for assembly screwdriving,2026,Robotics and Computer-Integrated Manufacturing,55.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
160,Language-Guided Object-Centric Diffusion Policy for Generalizable and Collision-Aware Manipulation,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),55.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A single latent object embedding can serve all manipulation actions. | A learned representation that is invariant across embodiments is always beneficial.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
161,Identification and active exploration of deformable object boundary constraints through robotic manipulation,2014,The International Journal of Robotics Research,55.792,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
162,High-Speed Tactile Sensing for Array-Type Tactile Sensor and Object Manipulation Based on Tactile Information,2011,Journal of Robotics,55.728,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic
163,MOSAIC: Learning Unified Multi-Sensory Object Property Representations for Robot Learning via Interactive Perception,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),55.704,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
164,Online tangible robot programming: interactive automation method from teleoperation of manipulation task,2023,Advanced Robotics,55.704,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
165,Accurate Robotic Pushing Manipulation Through Online Model Estimation Under Uncertain Object Properties,2024,IEEE Robotics and Automation Letters,55.704,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
166,Distributional Treatment of Real2Sim2Real for Object-Centric Agent Adaptation in Vision-Driven DLO Manipulation,2025,IEEE Robotics and Automation Letters,55.704,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A single latent object embedding can serve all manipulation actions. | A learned representation that is invariant across embodiments is always beneficial.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
167,SkillMaN - A skill-based robotic manipulation framework based on perception and reasoning,2020,Robotics and Autonomous Systems,55.685,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
168,Changes in body perception following virtual object manipulation are accompanied by changes of the internal reference scale,2023,Scientific Reports,55.602,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
169,Learning Deformable Object Manipulation From Expert Demonstrations,2022,IEEE Robotics and Automation Letters,55.588,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
170,External sensorless dynamic object manipulation by a dual soft-fingered robotic hand with torsional fingertip motion,2010,2010 IEEE International Conference on Robotics and Automation,55.558,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
171,Robot Telekinesis: Application of a Unimanual and Bimanual Object Manipulation Technique to Robot Control,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),55.558,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
172,Interactive Tactile Perception for Classification of Novel Object Instances,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),55.556,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic
173,A self-supervised learning approach to acquire representation of concave object manipulation with sparse tactile sensing,2026,Robotics and Autonomous Systems,55.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; tactile/visuotactile representation; object-centric latent world model,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic
174,An Open and Flexible Robot Perception Framework for Mobile Manipulation Tasks,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),55.454,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
175,ACID: Action-Conditional Implicit Visual Dynamics for Deformable Object Manipulation,2022,Robotics: Science and Systems XVIII,55.394,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
176,Deformable One-Dimensional Object Detection for Routing and Manipulation,2022,IEEE Robotics and Automation Letters,55.394,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
177,Household Cloth Object Set: Fostering Benchmarking in Deformable Object Manipulation,2022,IEEE Robotics and Automation Letters,55.33,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; mechanistic demonstration beyond benchmark score changes
178,Learning Robust Policies for Object Manipulation with Robot Swarms,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),55.158,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
179,"Harnessing the Synergy between Pushing, Grasping, and Throwing to Enhance Object Manipulation in Cluttered Scenarios",2024,2024 IEEE International Conference on Robotics and Automation (ICRA),55.102,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
180,Meta-Learning for Text-Based Object Localization in Robotic Manipulation with DNN and CLIP,2025,"2025 3rd International Conference on Mechatronics, Control and Robotics (ICMCR)",55.102,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
181,Design Modeling of the City Environment as an Object of Perception,2020,Interactive science,55.102,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
182,Focused Adaptation of Dynamics Models for Deformable Object Manipulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),54.961,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
183,Sensitive Manipulation: Manipulation Through Tactile Feedback,2018,International Journal of Humanoid Robotics,54.908,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic
184,Robotic eye-to-hand coordination: Implementing visual perception to object manipulation,2006,International Journal of Hybrid Intelligent Systems,54.908,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
185,Robust Peg-in-Hole Assembly under Uncertainties via Compliant and Interactive Contact-Rich Manipulation,2025,Robotics: Science and Systems XXI,54.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
186,Embodied Referring Expression for Manipulation Question Answering in Interactive Environment,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),54.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
187,Multi-modal Interactive Perception in Human Control of Complex Objects,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),54.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
188,3-D Deformable Object Manipulation Using Deep Neural Networks,2019,IEEE Robotics and Automation Letters,54.828,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
189,Evaluation of Human-Robot Object Co-manipulation Under Robot Impedance Control,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),54.806,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
190,Learning relational affordance models for robots in multi-object manipulation tasks,2012,2012 IEEE International Conference on Robotics and Automation,54.75,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; affordance learning model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | Affordances are properties of objects alone rather than object-gripper-action triples. | Planning can consume object labels without knowing their gripper-conditioned validity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; distinguishing affordance from identity when observables change
191,Vision for robotic object manipulation in domestic settings,2005,Robotics and Autonomous Systems,54.738,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
192,Learning object-level impedance control for robust grasping and dexterous manipulation,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),54.738,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model; robot learning control policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
193,Learning Language-Conditioned Deformable Object Manipulation with Graph Dynamics,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),54.728,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
194,Three-Dimensional Deformable Object Manipulation Using Fast Online Gaussian Process Regression,2018,IEEE Robotics and Automation Letters,54.727,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
195,Cooperative Manipulation and Identification of a 2-DOF Articulated Object by a Dual-Arm Robot,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),54.69,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
196,Deep Multi-Sensory Object Category Recognition Using Interactive Behavioral Exploration,2019,2019 International Conference on Robotics and Automation (ICRA),54.685,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
197,Efficient Object Manipulation to an Arbitrary Goal Pose: Learning-Based Anytime Prioritized Planning,2022,2022 International Conference on Robotics and Automation (ICRA),54.658,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
198,Modeling of flexible deformable object for robotic manipulation,2016,2016 IEEE International Symposium on Robotics and Intelligent Sensors (IRIS),54.602,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
